Utbildningsområde,Utbildningsnamn,YH-poäng,Anordnare,Kommun 1,Kommun 2,Kommun 3,Kommun 4,Kommun 5,Kommun 6,Platser med start 2020,Platser med start 2021,Utbildningsnummer,Källa,Sheet,Definitioner och förklaringar,Kommun 7,Kommun 8,Kommun 9,Kommun 10,Platser med start och avslut 2020,Diarienummer,Beslut,Anordnare namn,Antal beviljade platser 2023,Antal beviljade platser 2024,Totalt antal beviljade platser,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner,Sökt utbildningsområde,Sökt antal platser 2023,Sökt antal platser 2024,Sökt antal platser 2024 (start och avslut 2024),Sökt antal platser 2025,Sökt antal platser 2026,Sökt antal  platser 2021,Sökt antal platser 2022,Antal beviljade platser 2022,Antal beviljade platser start 2024,Antal beviljade platser start och slut 2024,Antal beviljade platser start 2025,Antal beviljade platser 2021
Teknik och tillverkning,Digitalisering inom tillverkningsindustrin,20.0,"Oskarshamns kommun, Nova Utbildning, FoU & Affärsutveckling",Oskarshamn,,,,,,60.0,200.0,YH01325,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,"Digitalisering, Smartin Industri och Industri 4.0",20.0,Köpings kommun,Köping,,,,,,20.0,0.0,YH01318,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,El och hydraulik för effektiv elproduktion,60.0,Lernia Utbildning AB,Piteå,Sundsvall,,,,,12.0,12.0,YH01322,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Electrical driveline,80.0,YrkesAkademin YH AB,Trollhättan,,,,,,30.0,30.0,YH01328,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,"Energieffektivisering genom samordning, återvinning och optimering av ventilationssystem",80.0,Lernia Utbildning AB,Piteå,,,,,,16.0,16.0,YH01323,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Hållbar utveckling inom textil/mode,20.0,Stiftelsen PROTEKO - Nordiska Textilakademin,Borås,,,,,,40.0,80.0,YH01334,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Hållbarhetsutvecklare inom textil/mode,90.0,Stiftelsen PROTEKO - Nordiska Textilakademin,Borås,,,,,,25.0,50.0,YH01326,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Introduktion till Metalprinting,4.0,Östsvenska Yrkeshögskolan AB,Hultsfred,,,,,,20.0,20.0,YH01331,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Introduktion till Solid Works,8.0,Östsvenska Yrkeshögskolan AB,Hultsfred,,,,,,20.0,20.0,YH01332,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,"Konstruktion, ritningsläsning, 2D/3D och CAD/CAM",25.0,Köpings kommun,Köping,,,,,,0.0,20.0,YH01319,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Miljöcertifiering och hållbarhet,20.0,Nackademin AB,Solna,,,,,,30.0,30.0,YH01324,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Power grids - smarta elnät,75.0,YrkesAkademin YH AB,Västerås ,Ludvika,,,,,35.0,35.0,YH01329,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Processoperatör grund,95.0,Creando Training AB – Creando School,Sundsvall,,,,,,30.0,30.0,YH01310,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Produktionsprocesser och beredning,30.0,Köpings kommun,Köping,,,,,,0.0,20.0,YH01320,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,Torkare på pappers- och kartongmaskiner,30.0,Creando Training AB – Creando School,Sundsvall,,,,,,30.0,30.0,YH01333,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,VHDL-programmerare,75.0,AGSTU AB,Virsbo ,Västerås,,,,,10.0,20.0,YH01311,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teknik och tillverkning,"Yrkesanpassad Driftingenjör inom Kyla, VVS och energi",95.0,Karlsson Climate AB,Eslöv,,,,,,20.0,25.0,YH01317,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transporttjänster,Miljö och hållbar utveckling,30.0,Folkuniversitetet – Kursverksamheten vid Umeå Universitet,Umeå,,,,,,40.0,80.0,YH01335,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Lista beviljade utbildningar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Anordnare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,En juridiskt ansvarig utbildningsanordnare är en juridisk eller fysisk person som ansvarar för en eller flera utbildningar inom YH. En juridiskt ansvarig anordnare motsvaras av ett organisationsnummer. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,"Inom organisationsnumret finns anordnarnas administrativa enheter, vilka kan vara flera. I denna tabell avser anordnare antingen juridiskt ansvarig utbildningsanordnare eller administrativ enhet hos utbildningsanordnaren.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Kommun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Avser den kommun där utbildningen avses bedrivas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Platser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Avser beviljade utbildningsplatser med statliga medel från Myndigheten för yrkeshögskolan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Utbildningar och utbildningsomgångar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,En utbildning definieras som ett beslut i en ansökningsomgång om få bedriva utbildning. En utbildning kan genomföras med flera utbildningsomgångar med olika starttidpunkter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Utbildningsområde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Svensk utbildningsnomenklatur (SUN2020) är en klassificering av utbildningar som SCB ansvarar för. Den är en standard för klassificering av enskilda utbildningar samtidigt som den utgör ett system för aggregering av ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,utbildningar till större grupper. Varje utbildning grupperas efter SUN inriktning. Den mest aggregerade nivån är en position (en siffra). Den mest detaljerade nivån är fyra positioner (tre siffor och en bokstav). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Myndigheten för yrkeshögskolan gör en egen aggregering av SUN inriktningarna på 15 utbildningsområden. Aggregeringen görs framförallt på två positioner men även på tre positioner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,YH-poäng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ANS_L11_Beviljade-korta-utb-kurser-kurspaket-YH-april-2020-1.xlsx,Definitioner och förklaringar,Ett års heltidsstudier motsvarar 200 YH-poäng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Affärsinriktad IT-Servicemanager med kompetens inom ITIL och projektledning,50.0,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Uppsala,.,.,.,.,.,,,YH01441,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Agil förändringsledning,30.0,IHM Business School AB Malmö,Malmö,.,.,.,.,.,,,YH01383,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Agila arbetsmetoder & DevOps för utvecklare,40.0,Lernia Utbildning AB,Malmö,.,.,.,.,.,,,YH01386,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Agile Project Leader,60.0,Changemaker Educations AB,Stockholm,Boden,Skellefteå,Karlstad,.,.,,,YH01435,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,AI för effektiv digital marknadsföring,30.0,"Göteborgs stad, Yrgo",Göteborg,.,.,.,.,.,,,YH01381,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Användarcentrerad design inom UX,40.0,Nackademin AB,Solna,.,.,.,.,.,,,YH01337,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,DevOps Fundamentals,30.0,Campus Mölndal,Mölndal,.,.,.,.,.,,,YH01387,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Frontend Developer,50.0,Changemaker Educations AB,Stockholm,Boden,.,.,.,.,,,YH01436,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Grön IT – strategier för hållbara lösningar inom IT-branschen,75.0,EC Utbildning AB,Stockholm,.,.,.,.,.,,,YH01438,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Javascriptutveckling,80.0,EC Utbildning AB,Västerås,.,.,.,.,.,,,YH01439,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Konverteringsoptimering för ökad lönsamhet,30.0,"Göteborgs stad, Yrgo",Göteborg,.,.,.,.,.,,,YH01382,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Linux DevOps,40.0,Edugrade AB,Hudiksvall,.,.,.,.,.,,,YH01440,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Moderna JavaScript-ramverk: React,20.0,Campus Varberg/Varbergs kommun,Varberg,.,.,.,.,.,,,YH01339,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Moderna JavaScript-ramverk: Vue.js,20.0,Campus Varberg/Varbergs kommun,Varberg,.,.,.,.,.,,,YH01340,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Molnutveckling med AWS och integrationer,30.0,IT-Högskolan Sverige AB,Göteborg,.,.,.,.,.,,,YH01385,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,React och webbutveckling för systemutvecklare,40.0,Chas Academy AB,Stockholm,.,.,.,.,.,,,YH01437,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Testning för utvecklare,30.0,Campus Mölndal,Mölndal,.,.,.,.,.,,,YH01336,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Webbutveckling med React,30.0,IT-Högskolan Stockholm AB,Stockholm,.,.,.,.,.,,,YH01384,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
Data/IT,Virtualisering av IT-infrastruktur,20.0,Stiftelsen Stockholms Tekniska Institut,Stockholm,.,.,.,.,.,,,YH01338,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Affärsdriven Android-utvecklare,90.0,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Malmö,.,.,.,.,.,,,YH01430,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Affärsdriven iPhoneutvecklare,90.0,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Malmö,.,.,.,.,.,,,YH01431,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Affärutveckling,30.0,Borås Stad - Borås Yrkeshögskola,Borås,.,.,.,.,.,,,YH01366,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Betald annonsering i Sociala Medier,25.0,YrkesAkademin YH AB,Helsingborg,.,.,.,.,.,,,YH01344,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Datadriven marknadsanalys och -strategi,40.0,Nackademin AB,Solna,.,.,.,.,.,,,YH01412,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digital Analytics – Conversion & Visualisation,30.0,IHM Business School AB Stockholm,Stockholm,.,.,.,.,.,,,YH01368,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digital business,35.0,Borås Stad - Borås Yrkeshögskola,Borås,.,.,.,.,.,,,YH01370,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digital Marknadsföring,30.0,"Uddevalla kommun, Vuxenutbildningen",Uddevalla,.,.,.,.,.,,,YH01343,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digital Sales Solutions,50.0,"Göteborgs stad, Yrgo",Göteborg,.,.,.,.,.,,,YH01414,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digital transformation för lönespecialister,30.0,Stockholm School of Business,Malmö,.,.,.,.,.,,,YH01429,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digital Turism,80.0,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Malmö,.,.,.,.,.,,,YH01432,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Digitalisering inom lön,30.0,Plushögskolan AB - Affärshögskolan,Gävle,.,.,.,.,.,,,YH01427,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",E-Commerce Coordinator,60.0,IHM Business School AB Göteborg,Göteborg,.,.,.,.,.,,,YH01371,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",E-handel,35.0,TUC Sweden AB - Yrkeshögskola,Stockholm,Jönköping,.,.,.,.,,,YH01342,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",e-handel för fysiska butiker,90.0,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Malmö,.,.,.,.,.,,,YH01433,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",E-hälsa,20.0,"Haninge kommun, Centrum Vux",Haninge,.,.,.,.,.,,,YH01365,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Exploring Tech för besöksnäringen,30.0,Hyper Island Program AB - Karlskrona,Stockholm,.,.,.,.,.,,,YH01367,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Futuregames Games Marketer,50.0,Changemaker Educations AB,Stockholm,Skellefteå,Boden,.,.,.,,,YH01413,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Fördjupad momsutbildning,10.0,Kunskap & Kompetens i Sverige AB,Umeå,.,.,.,.,.,,,YH01377,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Hållbarhet inom e-handeln,30.0,IHM Business School AB Göteborg,Göteborg,.,.,.,.,.,,,YH01369,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Kommunikation i kris och förändring,65.0,Plushögskolan AB - Affärshögskolan,Stockholm,.,.,.,.,.,,,YH01428,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Ledarskap och arbetsmiljö inom spelfilm och tv-drama.,20.0,"Stockholms stad, Frans Schartaus Handelsinstitut",Stockholm,.,.,.,.,.,,,YH01416,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Produktion av rörlig media,20.0,"Nässjö kommun, Nässjöakademin",Jönköping,Nässjö,.,.,.,.,,,YH01426,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Sjukdomsklassificering,15.0,"Haninge kommun, Centrum Vux",Haninge,.,.,.,.,.,,,YH01364,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Skatt i fastighetsbolag,10.0,Kunskap & Kompetens i Sverige AB,Umeå,.,.,.,.,.,,,YH01378,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning","Social, Content & Influencer Marketing",30.0,Medieinstitutet i Sverige AB,Stockholm,.,.,.,.,.,,,YH01379,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ekonomi, administration och försäljning",Sökmarknadsföring SEO & SEM,40.0,Medieinstitutet i Sverige AB,Stockholm,.,.,.,.,.,,,YH01380,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotell, restaurang och turism",Digital Events,70.0,IHM Business School AB Göteborg,Göteborg,.,.,.,.,.,,,YH01408,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotell, restaurang och turism",Digitala evenemang,20.0,"Göteborgs stad, Yrgo",Göteborg,.,.,.,.,.,,,YH01407,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotell, restaurang och turism",Hållbar digital transformation,20.0,Båstad kommun Akademi Båstad,Båstad,.,.,.,.,.,,,YH01406,ANS_L12_Beviljade-korta-utb-kurser-kurspaket-YH-juli-2020-2.xlsx,Lista beviljade utbildningar,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
